,NOC,Sport,count
2866,POL,Speed Skating,149
2867,POL,Swimming,260
2868,POL,Table Tennis,42
2869,POL,Taekwondo,4
2870,POL,Tennis,38
2871,POL,Triathlon,7
2872,POL,Volleyball,140
2873,POL,Weightlifting,117
2874,POL,Wrestling,178
2875,POR,Alpine Skiing,9
2876,POR,Archery,8
2877,POR,Art Competitions,1
2878,POR,Athletics,325
2879,POR,Badminton,12
2880,POR,Beach Volleyball,8
2881,POR,Bobsleigh,8
2882,POR,Boxing,1
2883,POR,Canoeing,53
2884,POR,Cross Country Skiing,2
2885,POR,Cycling,38
2886,POR,Diving,1
2887,POR,Equestrianism,116
2888,POR,Fencing,113
2889,POR,Football,65
2890,POR,Freestyle Skiing,1
2891,POR,Golf,2
2892,POR,Gymnastics,146
2893,POR,Judo,53
2894,POR,Modern Pentathlon,18
2895,POR,Rhythmic Gymnastics,3
2896,POR,Rowing,41
2897,POR,Sailing,128
2898,POR,Shooting,124
2899,POR,Speed Skating,1
2900,POR,Swimming,160
2901,POR,Table Tennis,16
2902,POR,Taekwondo,2
2903,POR,Tennis,12
2904,POR,Trampolining,7
2905,POR,Triathlon,9
2906,POR,Water Polo,9
2907,POR,Weightlifting,10
2908,POR,Wrestling,20
2909,PRK,Alpine Skiing,3
2910,PRK,Archery,19
2911,PRK,Athletics,40
2912,PRK,Boxing,25
2913,PRK,Cross Country Skiing,14
2914,PRK,Cycling,3
2915,PRK,Diving,31
2916,PRK,Figure Skating,13
2917,PRK,Football,46
2918,PRK,Gymnastics,261
2919,PRK,Judo,35
2920,PRK,Rhythmic Gymnastics,2
2921,PRK,Rowing,6
2922,PRK,Shooting,62
2923,PRK,Short Track Speed Skating,20
2924,PRK,Speed Skating,75
2925,PRK,Synchronized Swimming,6
2926,PRK,Table Tennis,52
2927,PRK,Volleyball,11
2928,PRK,Weightlifting,51
2929,PRK,Wrestling,32
2930,PUR,Alpine Skiing,14
2931,PUR,Archery,7
2932,PUR,Athletics,154
2933,PUR,Baseball,20
2934,PUR,Basketball,108
2935,PUR,Beach Volleyball,2
2936,PUR,Biathlon,2
2937,PUR,Bobsleigh,16
2938,PUR,Boxing,89
2939,PUR,Cycling,5
2940,PUR,Diving,14
2941,PUR,Equestrianism,7
2942,PUR,Fencing,13
2943,PUR,Freestyle Skiing,2
2944,PUR,Gymnastics,45
2945,PUR,Judo,36
2946,PUR,Luge,3
2947,PUR,Rowing,2
2948,PUR,Sailing,42
2949,PUR,Shooting,61
2950,PUR,Softball,15
2951,PUR,Swimming,185
2952,PUR,Synchronized Swimming,2
2953,PUR,Table Tennis,2
2954,PUR,Taekwondo,4
2955,PUR,Tennis,5
2956,PUR,Triathlon,1
2957,PUR,Volleyball,12
2958,PUR,Weightlifting,33
2959,PUR,Wrestling,26
2960,QAT,Archery,1
2961,QAT,Athletics,94
2962,QAT,Beach Volleyball,2
2963,QAT,Boxing,2
2964,QAT,Equestrianism,8
2965,QAT,Fencing,1
2966,QAT,Football,31
2967,QAT,Handball,15
2968,QAT,Judo,1
2969,QAT,Sailing,2
2970,QAT,Shooting,18
2971,QAT,Swimming,7
2972,QAT,Table Tennis,4
2973,QAT,Taekwondo,1
2974,QAT,Weightlifting,5
2975,RHO,Athletics,4
2976,RHO,Boxing,4
2977,RHO,Diving,1
2978,RHO,Sailing,2
2979,RHO,Shooting,1
2980,ROT,Athletics,6
2981,ROT,Judo,2
2982,ROT,Swimming,4
2983,ROU,Alpine Skiing,110
2984,ROU,Archery,5
2985,ROU,Art Competitions,3
2986,ROU,Athletics,325
2987,ROU,Badminton,1
2988,ROU,Basketball,12
2989,ROU,Biathlon,112
2990,ROU,Bobsleigh,155
2991,ROU,Boxing,115
2992,ROU,Canoeing,222
2993,ROU,Cross Country Skiing,98
2994,ROU,Cycling,35
2995,ROU,Diving,23
2996,ROU,Equestrianism,57
2997,ROU,Fencing,311
2998,ROU,Figure Skating,15
2999,ROU,Football,40
3000,ROU,Freestyle Skiing,1
3001,ROU,Gymnastics,1172
3002,ROU,Handball,145
3003,ROU,Ice Hockey,73
3004,ROU,Judo,45
3005,ROU,Luge,41
3006,ROU,Modern Pentathlon,21
3007,ROU,Nordic Combined,1
3008,ROU,Rhythmic Gymnastics,7
3009,ROU,Rowing,358
3010,ROU,Rugby,16
3011,ROU,Sailing,7
3012,ROU,Shooting,135
3013,ROU,Short Track Speed Skating,7
3014,ROU,Skeleton,3
3015,ROU,Ski Jumping,6
3016,ROU,Speed Skating,52
3017,ROU,Swimming,202
3018,ROU,Table Tennis,39
3019,ROU,Tennis,46
3020,ROU,Volleyball,54
3021,ROU,Water Polo,93
3022,ROU,Weightlifting,71
3023,ROU,Wrestling,171
3024,RSA,Alpine Skiing,12
3025,RSA,Archery,13
3026,RSA,Art Competitions,21
3027,RSA,Athletics,376
3028,RSA,Badminton,22
3029,RSA,Baseball,24
3030,RSA,Beach Volleyball,8
3031,RSA,Boxing,75
3032,RSA,Canoeing,40
3033,RSA,Cross Country Skiing,4
3034,RSA,Cycling,136
3035,RSA,Diving,7
3036,RSA,Equestrianism,5
3037,RSA,Fencing,33
3038,RSA,Figure Skating,6
3039,RSA,Football,66
3040,RSA,Golf,4
3041,RSA,Gymnastics,51
3042,RSA,Hockey,129
3043,RSA,Judo,8
3044,RSA,Modern Pentathlon,11
3045,RSA,Rhythmic Gymnastics,2
3046,RSA,Rowing,67
3047,RSA,Rugby Sevens,13
3048,RSA,Sailing,46
3049,RSA,Shooting,102
3050,RSA,Short Track Speed Skating,2
3051,RSA,Skeleton,1
3052,RSA,Swimming,291
3053,RSA,Synchronized Swimming,4
3054,RSA,Table Tennis,2
3055,RSA,Taekwondo,1
3056,RSA,Tennis,51
3057,RSA,Triathlon,13
3058,RSA,Tug-Of-War,5
3059,RSA,Water Polo,17
3060,RSA,Weightlifting,15
3061,RSA,Wrestling,28
3062,RUS,Alpine Skiing,113
3063,RUS,Archery,47
3064,RUS,Art Competitions,4
3065,RUS,Athletics,604
3066,RUS,Badminton,30
3067,RUS,Basketball,94
3068,RUS,Beach Volleyball,18
3069,RUS,Biathlon,197
3070,RUS,Bobsleigh,84
3071,RUS,Boxing,64
3072,RUS,Canoeing,114
3073,RUS,Cross Country Skiing,255
3074,RUS,Curling,23
3075,RUS,Cycling,174
3076,RUS,Diving,77
3077,RUS,Equestrianism,35
3078,RUS,Fencing,218
3079,RUS,Figure Skating,106
3080,RUS,Football,15
3081,RUS,Freestyle Skiing,72
3082,RUS,Golf,1
3083,RUS,Gymnastics,408
3084,RUS,Handball,100
3085,RUS,Ice Hockey,215
3086,RUS,Judo,71
3087,RUS,Luge,61
3088,RUS,Modern Pentathlon,26
3089,RUS,Nordic Combined,44
3090,RUS,Rhythmic Gymnastics,47
3091,RUS,Rowing,86
3092,RUS,Sailing,81
3093,RUS,Shooting,250
3094,RUS,Short Track Speed Skating,69
3095,RUS,Skeleton,14
3096,RUS,Ski Jumping,69
3097,RUS,Snowboarding,38
3098,RUS,Speed Skating,202
3099,RUS,Swimming,381
3100,RUS,Synchronized Swimming,63
3101,RUS,Table Tennis,39
3102,RUS,Taekwondo,11
3103,RUS,Tennis,77
3104,RUS,Trampolining,16
3105,RUS,Triathlon,20
3106,RUS,Volleyball,142
3107,RUS,Water Polo,103
3108,RUS,Weightlifting,45
3109,RUS,Wrestling,120
3110,RWA,Athletics,39
3111,RWA,Cycling,6
3112,RWA,Judo,1
3113,RWA,Swimming,10
3114,SAA,Athletics,8
3115,SAA,Boxing,3
3116,SAA,Canoeing,5
3117,SAA,Fencing,15
3118,SAA,Gymnastics,48
3119,SAA,Rowing,7
3120,SAA,Shooting,3
3121,SAA,Swimming,1
3122,SAA,Wrestling,3
3123,SAM,Archery,2
3124,SAM,Athletics,13
3125,SAM,Boxing,18
3126,SAM,Canoeing,6
3127,SAM,Cycling,1
3128,SAM,Judo,3
3129,SAM,Swimming,2
3130,SAM,Taekwondo,2
3131,SAM,Weightlifting,13
3132,SAM,Wrestling,3
3133,SCG,Alpine Skiing,12
3134,SCG,Athletics,46
3135,SCG,Basketball,36
3136,SCG,Biathlon,2
3137,SCG,Bobsleigh,4
3138,SCG,Boxing,1
3139,SCG,Canoeing,11
3140,SCG,Cross Country Skiing,2
3141,SCG,Cycling,1
3142,SCG,Diving,2
3143,SCG,Fencing,2
3144,SCG,Figure Skating,1
3145,SCG,Football,17
3146,SCG,Handball,15
3147,SCG,Judo,4
3148,SCG,Rowing,12
3149,SCG,Shooting,32
3150,SCG,Swimming,28
3151,SCG,Table Tennis,13
3152,SCG,Tennis,3
3153,SCG,Volleyball,35
3154,SCG,Water Polo,38
3155,SCG,Weightlifting,1
3156,SCG,Wrestling,3
3157,SEN,Alpine Skiing,18
3158,SEN,Athletics,162
3159,SEN,Basketball,60
3160,SEN,Boxing,6
3161,SEN,Canoeing,6
3162,SEN,Fencing,6
3163,SEN,Football,17
3164,SEN,Judo,47
3165,SEN,Sailing,1
3166,SEN,Shooting,2
3167,SEN,Swimming,24
3168,SEN,Table Tennis,1
3169,SEN,Taekwondo,3
3170,SEN,Wrestling,40
3171,SEY,Athletics,47
3172,SEY,Badminton,2
3173,SEY,Boxing,14
3174,SEY,Canoeing,4
3175,SEY,Judo,4
3176,SEY,Sailing,11
3177,SEY,Swimming,24
3178,SEY,Weightlifting,5
3179,SGP,Athletics,28
3180,SGP,Badminton,21
3181,SGP,Basketball,10
3182,SGP,Boxing,1
3183,SGP,Canoeing,2
3184,SGP,Fencing,4
3185,SGP,Gymnastics,4
3186,SGP,Hockey,17
3187,SGP,Judo,2
3188,SGP,Rowing,1
3189,SGP,Sailing,39
3190,SGP,Shooting,16
3191,SGP,Swimming,143
3192,SGP,Table Tennis,40
3193,SGP,Water Polo,10
3194,SGP,Weightlifting,11
3195,SKN,Athletics,42
3196,SLE,Athletics,99
3197,SLE,Boxing,9
3198,SLE,Cycling,1
3199,SLE,Swimming,3
3200,SLE,Weightlifting,2
3201,SLO,Alpine Skiing,198
3202,SLO,Archery,9
3203,SLO,Athletics,97
3204,SLO,Badminton,3
3205,SLO,Biathlon,161
3206,SLO,Canoeing,36
3207,SLO,Cross Country Skiing,75
3208,SLO,Cycling,36
3209,SLO,Figure Skating,7
3210,SLO,Freestyle Skiing,9
3211,SLO,Gymnastics,24
3212,SLO,Handball,47
3213,SLO,Ice Hockey,22
3214,SLO,Judo,25
3215,SLO,Luge,2
3216,SLO,Nordic Combined,15
3217,SLO,Rowing,42
3218,SLO,Sailing,33
3219,SLO,Shooting,25
3220,SLO,Skeleton,1
3221,SLO,Ski Jumping,88
3222,SLO,Snowboarding,26
3223,SLO,Swimming,100
3224,SLO,Table Tennis,4
3225,SLO,Taekwondo,4
3226,SLO,Tennis,20
3227,SLO,Triathlon,2
3228,SMR,Alpine Skiing,29
3229,SMR,Archery,3
3230,SMR,Athletics,20
3231,SMR,Bobsleigh,2
3232,SMR,Cross Country Skiing,6
3233,SMR,Cycling,16
3234,SMR,Gymnastics,7
3235,SMR,Judo,9
3236,SMR,Sailing,3
3237,SMR,Shooting,55
3238,SMR,Swimming,26
3239,SMR,Tennis,2
3240,SMR,Weightlifting,2
3241,SMR,Wrestling,1
3242,SOL,Archery,1
3243,SOL,Athletics,17
3244,SOL,Boxing,1
3245,SOL,Judo,1
3246,SOL,Weightlifting,7
3247,SOM,Athletics,32
3248,SRB,Alpine Skiing,12
3249,SRB,Athletics,39
3250,SRB,Basketball,24
3251,SRB,Biathlon,4
3252,SRB,Bobsleigh,6
3253,SRB,Boxing,1
3254,SRB,Canoeing,31
3255,SRB,Cross Country Skiing,8
3256,SRB,Cycling,6
3257,SRB,Football,15
3258,SRB,Handball,15
3259,SRB,Judo,2
3260,SRB,Rowing,13
3261,SRB,Shooting,45
3262,SRB,Snowboarding,2
3263,SRB,Swimming,32
3264,SRB,Table Tennis,4
3265,SRB,Taekwondo,5
3266,SRB,Tennis,24
3267,SRB,Volleyball,59
3268,SRB,Water Polo,39
3269,SRB,Wrestling,6
3270,SRI,Athletics,67
3271,SRI,Badminton,5
3272,SRI,Boxing,14
3273,SRI,Cycling,1
3274,SRI,Diving,2
3275,SRI,Judo,1
3276,SRI,Sailing,4
3277,SRI,Shooting,22
3278,SRI,Swimming,25
3279,SRI,Weightlifting,4
3280,SRI,Wrestling,1
3281,SSD,Athletics,3
3282,STP,Athletics,12
3283,STP,Canoeing,3
3284,SUD,Athletics,53
3285,SUD,Boxing,20
3286,SUD,Football,14
3287,SUD,Judo,3
3288,SUD,Shooting,6
3289,SUD,Swimming,6
3290,SUD,Table Tennis,1
3291,SUD,Weightlifting,4
3292,SUI,Aeronautics,1
3293,SUI,Alpine Skiing,520
3294,SUI,Alpinism,2
3295,SUI,Archery,16
3296,SUI,Art Competitions,158
3297,SUI,Athletics,421
3298,SUI,Badminton,12
3299,SUI,Basketball,36
3300,SUI,Beach Volleyball,24
3301,SUI,Biathlon,85
3302,SUI,Bobsleigh,242
3303,SUI,Boxing,38
3304,SUI,Canoeing,82
3305,SUI,Cross Country Skiing,415
3306,SUI,Curling,43
3307,SUI,Cycling,290
3308,SUI,Diving,22
3309,SUI,Equestrianism,276
3310,SUI,Fencing,238
3311,SUI,Figure Skating,59
3312,SUI,Football,43
3313,SUI,Freestyle Skiing,61
3314,SUI,Golf,2
3315,SUI,Gymnastics,863
3316,SUI,Handball,59
3317,SUI,Hockey,72
3318,SUI,Ice Hockey,341
3319,SUI,Judo,34
3320,SUI,Luge,23
3321,SUI,Military Ski Patrol,4
3322,SUI,Modern Pentathlon,43
3323,SUI,Nordic Combined,92
3324,SUI,Rhythmic Gymnastics,2
3325,SUI,Rowing,253
3326,SUI,Sailing,160
3327,SUI,Shooting,296
3328,SUI,Skeleton,15
3329,SUI,Ski Jumping,134
3330,SUI,Snowboarding,88
3331,SUI,Speed Skating,34
3332,SUI,Swimming,251
3333,SUI,Synchronized Swimming,25
3334,SUI,Table Tennis,1
3335,SUI,Taekwondo,1
3336,SUI,Tennis,56
3337,SUI,Trampolining,2
3338,SUI,Triathlon,25
3339,SUI,Water Polo,36
3340,SUI,Weightlifting,40
3341,SUI,Wrestling,114
3342,SUR,Athletics,29
3343,SUR,Badminton,3
3344,SUR,Cycling,3
3345,SUR,Judo,5
3346,SUR,Swimming,29
3347,SVK,Alpine Skiing,72
3348,SVK,Archery,2
3349,SVK,Athletics,92
3350,SVK,Badminton,2
3351,SVK,Basketball,12
3352,SVK,Biathlon,138
3353,SVK,Bobsleigh,22
3354,SVK,Boxing,2
3355,SVK,Canoeing,106
3356,SVK,Cross Country Skiing,96
3357,SVK,Cycling,45
3358,SVK,Figure Skating,6
3359,SVK,Football,18
3360,SVK,Freestyle Skiing,2
3361,SVK,Gymnastics,28
3362,SVK,Ice Hockey,155
3363,SVK,Judo,7
3364,SVK,Luge,29
3365,SVK,Nordic Combined,5
3366,SVK,Rowing,5
3367,SVK,Sailing,7
3368,SVK,Shooting,46
3369,SVK,Short Track Speed Skating,7
3370,SVK,Ski Jumping,10
3371,SVK,Snowboarding,4
3372,SVK,Swimming,40
3373,SVK,Synchronized Swimming,6
3374,SVK,Table Tennis,5
3375,SVK,Tennis,46
3376,SVK,Trampolining,1
3377,SVK,Triathlon,3
3378,SVK,Water Polo,13
3379,SVK,Weightlifting,10
3380,SVK,Wrestling,13
3381,SWE,Alpine Skiing,304
3382,SWE,Archery,68
3383,SWE,Art Competitions,107
3384,SWE,Athletics,1007
3385,SWE,Badminton,35
3386,SWE,Basketball,12
3387,SWE,Beach Volleyball,6
3388,SWE,Biathlon,218
3389,SWE,Bobsleigh,75
3390,SWE,Boxing,77
3391,SWE,Canoeing,229
3392,SWE,Cross Country Skiing,596
3393,SWE,Curling,51
3394,SWE,Cycling,238
3395,SWE,Diving,153
3396,SWE,Equestrianism,391
3397,SWE,Fencing,246
3398,SWE,Figure Skating,30
3399,SWE,Football,241
3400,SWE,Freestyle Skiing,47
3401,SWE,Golf,4
3402,SWE,Gymnastics,489
3403,SWE,Handball,166
3404,SWE,Ice Hockey,486
3405,SWE,Judo,28
3406,SWE,Luge,40
3407,SWE,Modern Pentathlon,102
3408,SWE,Nordic Combined,18
3409,SWE,Rhythmic Gymnastics,1
3410,SWE,Rowing,149
3411,SWE,Sailing,326
3412,SWE,Shooting,574
3413,SWE,Short Track Speed Skating,7
3414,SWE,Ski Jumping,92
3415,SWE,Snowboarding,37
3416,SWE,Speed Skating,281
3417,SWE,Swimming,745
3418,SWE,Synchronized Swimming,1
3419,SWE,Table Tennis,61
3420,SWE,Taekwondo,8
3421,SWE,Tennis,129
3422,SWE,Triathlon,4
3423,SWE,Tug-Of-War,27
3424,SWE,Volleyball,12
3425,SWE,Water Polo,71
3426,SWE,Weightlifting,64
3427,SWE,Wrestling,286
3428,SWZ,Alpine Skiing,3
3429,SWZ,Athletics,34
3430,SWZ,Boxing,8
3431,SWZ,Shooting,2
3432,SWZ,Swimming,16
3433,SWZ,Taekwondo,1
3434,SWZ,Weightlifting,3
3435,SYR,Athletics,32
3436,SYR,Boxing,19
3437,SYR,Cycling,1
3438,SYR,Diving,2
3439,SYR,Equestrianism,1
3440,SYR,Football,15
3441,SYR,Judo,9
3442,SYR,Shooting,12
3443,SYR,Swimming,13
3444,SYR,Table Tennis,1
3445,SYR,Triathlon,1
3446,SYR,Weightlifting,12
3447,SYR,Wrestling,38
3448,TAN,Athletics,102
3449,TAN,Boxing,36
3450,TAN,Hockey,16
3451,TAN,Judo,1
3452,TAN,Swimming,6
3453,TCH,Alpine Skiing,118
3454,TCH,Archery,4
3455,TCH,Art Competitions,87
3456,TCH,Athletics,363
3457,TCH,Badminton,2
3458,TCH,Basketball,123
3459,TCH,Biathlon,72
3460,TCH,Bobsleigh,28
3461,TCH,Boxing,51
3462,TCH,Canoeing,169
3463,TCH,Cross Country Skiing,276
3464,TCH,Cycling,173
3465,TCH,Diving,19
3466,TCH,Equestrianism,57
3467,TCH,Fencing,108
3468,TCH,Figure Skating,61
3469,TCH,Football,84
3470,TCH,Gymnastics,1057
3471,TCH,Handball,88
3472,TCH,Hockey,16
3473,TCH,Ice Hockey,266
3474,TCH,Judo,17
3475,TCH,Luge,46
3476,TCH,Military Ski Patrol,4
3477,TCH,Modern Pentathlon,33
3478,TCH,Nordic Combined,52
3479,TCH,Rhythmic Gymnastics,4
3480,TCH,Rowing,246
3481,TCH,Sailing,12
3482,TCH,Shooting,193
3483,TCH,Ski Jumping,86
3484,TCH,Speed Skating,34
3485,TCH,Swimming,110
3486,TCH,Synchronized Swimming,1
3487,TCH,Table Tennis,12
3488,TCH,Tennis,35
3489,TCH,Volleyball,83
3490,TCH,Water Polo,43
3491,TCH,Weightlifting,66
3492,TCH,Wrestling,105
3493,TGA,Archery,3
3494,TGA,Athletics,20
3495,TGA,Boxing,13
3496,TGA,Judo,1
3497,TGA,Luge,1
3498,TGA,Swimming,3
3499,TGA,Taekwondo,1
3500,TGA,Weightlifting,4
3501,THA,Alpine Skiing,3
3502,THA,Archery,7
3503,THA,Athletics,159
3504,THA,Badminton,50
3505,THA,Basketball,9
3506,THA,Boxing,83
3507,THA,Canoeing,1
3508,THA,Cross Country Skiing,3
3509,THA,Cycling,50
3510,THA,Diving,6
3511,THA,Equestrianism,2
3512,THA,Fencing,19
3513,THA,Football,28
3514,THA,Golf,4
3515,THA,Judo,10
3516,THA,Rowing,5
3517,THA,Sailing,32
3518,THA,Shooting,118
3519,THA,Swimming,82
3520,THA,Table Tennis,7
3521,THA,Taekwondo,13
3522,THA,Tennis,13
3523,THA,Weightlifting,43
3524,TJK,Alpine Skiing,10
3525,TJK,Archery,2
3526,TJK,Athletics,11
3527,TJK,Boxing,10
3528,TJK,Diving,2
3529,TJK,Judo,10
3530,TJK,Shooting,4
3531,TJK,Swimming,7
3532,TJK,Taekwondo,2
3533,TJK,Weightlifting,1
3534,TJK,Wrestling,11
3535,TKM,Athletics,11
3536,TKM,Boxing,7
3537,TKM,Judo,10
3538,TKM,Shooting,5
3539,TKM,Swimming,8
3540,TKM,Table Tennis,2
3541,TKM,Weightlifting,9
3542,TKM,Wrestling,2
3543,TLS,Alpine Skiing,1
3544,TLS,Athletics,7
3545,TLS,Cycling,1
3546,TOG,Alpine Skiing,2
3547,TOG,Athletics,31
3548,TOG,Boxing,8
3549,TOG,Canoeing,3
3550,TOG,Cross Country Skiing,1
3551,TOG,Cycling,5
3552,TOG,Judo,3
3553,TOG,Rowing,1
3554,TOG,Swimming,3
3555,TOG,Table Tennis,1
3556,TOG,Tennis,1
3557,TPE,Alpine Skiing,28
3558,TPE,Archery,87
3559,TPE,Athletics,128
3560,TPE,Badminton,34
3561,TPE,Baseball,67
3562,TPE,Basketball,11
3563,TPE,Biathlon,4
3564,TPE,Bobsleigh,34
3565,TPE,Boxing,21
3566,TPE,Cross Country Skiing,7
3567,TPE,Cycling,41
3568,TPE,Diving,6
3569,TPE,Equestrianism,1
3570,TPE,Fencing,9
3571,TPE,Figure Skating,4
3572,TPE,Football,13
3573,TPE,Golf,4
3574,TPE,Gymnastics,92
3575,TPE,Judo,43
3576,TPE,Luge,16
3577,TPE,Modern Pentathlon,3
3578,TPE,Rowing,5
3579,TPE,Sailing,13
3580,TPE,Shooting,57
3581,TPE,Short Track Speed Skating,2
3582,TPE,Softball,45
3583,TPE,Speed Skating,2
3584,TPE,Swimming,159
3585,TPE,Table Tennis,59
3586,TPE,Taekwondo,18
3587,TPE,Tennis,17
3588,TPE,Weightlifting,60
3589,TPE,Wrestling,7
3590,TTO,Athletics,249
3591,TTO,Badminton,1
3592,TTO,Bobsleigh,7
3593,TTO,Boxing,5
3594,TTO,Cycling,47
3595,TTO,Gymnastics,4
3596,TTO,Judo,1
3597,TTO,Rowing,1
3598,TTO,Sailing,7
3599,TTO,Shooting,8
3600,TTO,Swimming,33
3601,TTO,Table Tennis,2
3602,TTO,Taekwondo,2
3603,TTO,Weightlifting,8
3604,TUN,Athletics,74
3605,TUN,Basketball,12
3606,TUN,Beach Volleyball,2
3607,TUN,Boxing,47
3608,TUN,Canoeing,8
3609,TUN,Cycling,10
3610,TUN,Fencing,27
3611,TUN,Football,65
3612,TUN,Gymnastics,8
3613,TUN,Handball,72
3614,TUN,Judo,38
3615,TUN,Modern Pentathlon,6
3616,TUN,Rowing,8
3617,TUN,Sailing,7
3618,TUN,Shooting,5
3619,TUN,Swimming,30
3620,TUN,Table Tennis,17
3621,TUN,Taekwondo,8
3622,TUN,Tennis,6
3623,TUN,Volleyball,70
3624,TUN,Weightlifting,12
3625,TUN,Wrestling,29
3626,TUR,Alpine Skiing,107
3627,TUR,Archery,57
3628,TUR,Art Competitions,3
3629,TUR,Athletics,224
3630,TUR,Badminton,2
3631,TUR,Basketball,42
3632,TUR,Boxing,68
3633,TUR,Canoeing,2
3634,TUR,Cross Country Skiing,67
3635,TUR,Cycling,40
3636,TUR,Diving,2
3637,TUR,Equestrianism,39
3638,TUR,Fencing,35
3639,TUR,Figure Skating,4
3640,TUR,Football,71
3641,TUR,Gymnastics,11
3642,TUR,Judo,33
3643,TUR,Modern Pentathlon,1
3644,TUR,Rowing,3
3645,TUR,Sailing,44
3646,TUR,Shooting,38
3647,TUR,Swimming,100
3648,TUR,Table Tennis,6
3649,TUR,Taekwondo,12
3650,TUR,Tennis,1
3651,TUR,Volleyball,12
3652,TUR,Weightlifting,66
3653,TUR,Wrestling,266
3654,TUV,Athletics,5
3655,TUV,Weightlifting,2
3656,UAE,Athletics,23
3657,UAE,Cycling,16
3658,UAE,Equestrianism,1
3659,UAE,Football,18
3660,UAE,Judo,5
3661,UAE,Sailing,1
3662,UAE,Shooting,16
3663,UAE,Swimming,61
3664,UAE,Taekwondo,1
3665,UAE,Weightlifting,2
3666,UAR,Athletics,2
3667,UAR,Boxing,4
3668,UAR,Diving,4
3669,UAR,Equestrianism,6
3670,UAR,Fencing,9
3671,UAR,Football,17
3672,UAR,Gymnastics,48
3673,UAR,Rowing,9
3674,UAR,Shooting,3
3675,UAR,Water Polo,10
3676,UAR,Weightlifting,7
3677,UAR,Wrestling,4
3678,UGA,Archery,1
3679,UGA,Athletics,143
3680,UGA,Badminton,2
3681,UGA,Boxing,71
3682,UGA,Cycling,2
3683,UGA,Hockey,17
3684,UGA,Swimming,10
3685,UGA,Table Tennis,7
3686,UGA,Weightlifting,7
3687,UKR,Alpine Skiing,36
3688,UKR,Archery,63
3689,UKR,Athletics,390
3690,UKR,Badminton,18
3691,UKR,Basketball,12
3692,UKR,Biathlon,171
3693,UKR,Bobsleigh,14
3694,UKR,Boxing,43
3695,UKR,Canoeing,63
3696,UKR,Cross Country Skiing,150
3697,UKR,Cycling,101
3698,UKR,Diving,63
3699,UKR,Equestrianism,26
3700,UKR,Fencing,91
3701,UKR,Figure Skating,61
3702,UKR,Freestyle Skiing,31
3703,UKR,Gymnastics,336
3704,UKR,Handball,15
3705,UKR,Ice Hockey,22
3706,UKR,Judo,44
3707,UKR,Luge,35
3708,UKR,Modern Pentathlon,15
3709,UKR,Nordic Combined,9
3710,UKR,Rhythmic Gymnastics,34
3711,UKR,Rowing,81
3712,UKR,Sailing,46
3713,UKR,Shooting,98
3714,UKR,Short Track Speed Skating,10
3715,UKR,Ski Jumping,18
3716,UKR,Snowboarding,6
3717,UKR,Speed Skating,17
3718,UKR,Swimming,203
3719,UKR,Synchronized Swimming,18
3720,UKR,Table Tennis,10
3721,UKR,Taekwondo,3
3722,UKR,Tennis,23
3723,UKR,Trampolining,9
3724,UKR,Triathlon,11
3725,UKR,Volleyball,12
3726,UKR,Water Polo,13
3727,UKR,Weightlifting,49
3728,UKR,Wrestling,89
3729,UNK,Art Competitions,2
3730,URS,Alpine Skiing,109
3731,URS,Archery,25
3732,URS,Athletics,855
3733,URS,Basketball,146
3734,URS,Biathlon,63
3735,URS,Bobsleigh,24
3736,URS,Boxing,96
3737,URS,Canoeing,141
3738,URS,Cross Country Skiing,247
3739,URS,Cycling,151
3740,URS,Diving,100
3741,URS,Equestrianism,162
3742,URS,Fencing,279
3743,URS,Figure Skating,94
3744,URS,Football,102
3745,URS,Gymnastics,797
3746,URS,Handball,99
3747,URS,Hockey,47
3748,URS,Ice Hockey,168
3749,URS,Judo,31
3750,URS,Luge,47
3751,URS,Modern Pentathlon,54
3752,URS,Nordic Combined,35
3753,URS,Rhythmic Gymnastics,2
3754,URS,Rowing,321
3755,URS,Sailing,110
3756,URS,Shooting,139
3757,URS,Ski Jumping,54
3758,URS,Speed Skating,222
3759,URS,Swimming,471
3760,URS,Synchronized Swimming,5
3761,URS,Table Tennis,8
3762,URS,Tennis,10
3763,URS,Volleyball,141
3764,URS,Water Polo,99
3765,URS,Weightlifting,71
3766,URS,Wrestling,160
3767,URU,Alpine Skiing,1
3768,URU,Art Competitions,8
3769,URU,Athletics,51
3770,URU,Basketball,81
3771,URU,Boxing,36
3772,URU,Canoeing,4
3773,URU,Cycling,103
3774,URU,Diving,1
3775,URU,Equestrianism,9
3776,URU,Fencing,45
3777,URU,Football,47
3778,URU,Judo,6
3779,URU,Modern Pentathlon,11
3780,URU,Rowing,44
3781,URU,Sailing,32
3782,URU,Shooting,7
3783,URU,Swimming,69
3784,URU,Tennis,2
3785,URU,Water Polo,15
3786,URU,Weightlifting,4
3787,USA,Alpine Skiing,552
3788,USA,Archery,175
3789,USA,Art Competitions,562
3790,USA,Athletics,3211
3791,USA,Badminton,33
3792,USA,Baseball,88
3793,USA,Basketball,341
3794,USA,Beach Volleyball,52
3795,USA,Biathlon,246
3796,USA,Bobsleigh,266
3797,USA,Boxing,255
3798,USA,Canoeing,311
3799,USA,Cross Country Skiing,538
3800,USA,Curling,47
3801,USA,Cycling,523
3802,USA,Diving,278
3803,USA,Equestrianism,456
3804,USA,Fencing,690
