,"(1896, '1')","(1896, '2')","(1896, '3')","(1900, '1')","(1900, '2')","(1900, '3')","(1904, '1')","(1904, '2')","(1904, '3')","(1906, '1')","(1906, '2')","(1906, '3')","(1908, '1')","(1908, '2')","(1908, '3')","(1912, '1')","(1912, '2')","(1912, '3')","(1920, '1')","(1920, '2')","(1920, '3')","(1924, '1')","(1924, '2')","(1924, '3')","(1928, '1')","(1928, '2')","(1928, '3')","(1932, '1')","(1932, '2')","(1932, '3')","(1936, '1')","(1936, '2')","(1936, '3')","(1948, '1')","(1948, '2')","(1948, '3')","(1952, '1')","(1952, '2')","(1952, '3')","(1956, '1')","(1956, '2')","(1956, '3')","(1960, '1')","(1960, '2')","(1960, '3')","(1964, '1')","(1964, '2')","(1964, '3')","(1968, '1')","(1968, '2')","(1968, '3')","(1972, '1')","(1972, '2')","(1972, '3')","(1976, '1')","(1976, '2')","(1976, '3')","(1980, '1')","(1980, '2')","(1980, '3')","(1984, '1')","(1984, '2')","(1984, '3')","(1988, '1')","(1988, '2')","(1988, '3')","(1992, '1')","(1992, '2')","(1992, '3')","(1994, '1')","(1994, '2')","(1994, '3')","(1996, '1')","(1996, '2')","(1996, '3')","(1998, '1')","(1998, '2')","(1998, '3')","(2000, '1')","(2000, '2')","(2000, '3')","(2002, '1')","(2002, '2')","(2002, '3')","(2004, '1')","(2004, '2')","(2004, '3')","(2006, '1')","(2006, '2')","(2006, '3')","(2008, '1')","(2008, '2')","(2008, '3')","(2010, '1')","(2010, '2')","(2010, '3')","(2012, '1')","(2012, '2')","(2012, '3')","(2014, '1')","(2014, '2')","(2014, '3')","(2016, '1')","(2016, '2')","(2016, '3')"
475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSA,Athletics,26,POR,Equestrianism,18,PAK,Cycling,4,SRI,Boxing,2,MON,Sailing,3,MAS,Weightlifting,6,JPN,Fencing,8,ITA,Bobsleigh,12,ITA,Modern Pentathlon,6,MGL,Cycling,8,GRN,Athletics,2,FRG,Ice Hockey,23,ETH,Athletics,17,,,,FIN,Badminton,2,,,,ESP,Cycling,31,,,,EGY,Rowing,2,,,,ECU,Weightlifting,2,,,,DEN,Triathlon,2,,,,CZE,Beach Volleyball,2
476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSA,Boxing,6,POR,Fencing,9,PAK,Hockey,12,SUI,Alpine Skiing,24,MON,Shooting,6,MAS,Wrestling,2,JPN,Figure Skating,5,ITA,Boxing,8,ITA,Nordic Combined,2,MGL,Gymnastics,10,GRN,Boxing,4,FRG,Judo,7,ETH,Cycling,7,,,,FIN,Canoeing,2,,,,ESP,Diving,5,,,,EGY,Shooting,5,,,,EGY,Archery,2,,,,DEN,Wrestling,2,,,,CZE,Canoeing,17
477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSA,Cycling,4,POR,Rowing,14,PAK,Shooting,1,SUI,Bobsleigh,12,MYA,Athletics,1,MEX,Athletics,7,JPN,Football,16,ITA,Canoeing,10,ITA,Rowing,15,MGL,Judo,8,GUA,Athletics,13,FRG,Luge,8,EUN,Alpine Skiing,19,,,,FIN,Cycling,7,,,,ESP,Equestrianism,20,,,,EGY,Swimming,3,,,,EGY,Athletics,4,,,,DJI,Athletics,2,,,,CZE,Cycling,12
478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSA,Rowing,1,POR,Sailing,9,PAK,Swimming,3,SUI,Cross Country Skiing,16,MYA,Boxing,3,MEX,Basketball,10,JPN,Gymnastics,84,ITA,Cross Country Skiing,16,ITA,Sailing,12,MGL,Shooting,4,GUA,Boxing,1,FRG,Modern Pentathlon,6,EUN,Archery,12,,,,FIN,Equestrianism,1,,,,ESP,Fencing,6,,,,EGY,Synchronized Swimming,2,,,,EGY,Badminton,1,,,,DJI,Swimming,1,,,,CZE,Fencing,2
479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RSA,Wrestling,2,POR,Shooting,8,PAK,Weightlifting,1,SUI,Equestrianism,18,MYA,Sailing,3,MEX,Boxing,5,JPN,Hockey,14,ITA,Cycling,18,ITA,Shooting,13,MGL,Speed Skating,7,GUA,Cycling,1,FRG,Nordic Combined,7,EUN,Athletics,114,,,,FIN,Fencing,1,,,,ESP,Football,17,,,,EGY,Taekwondo,4,,,,EGY,Boxing,3,,,,DJI,Table Tennis,1,,,,CZE,Golf,1
480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Aeronautics,1,POR,Swimming,1,PAN,Weightlifting,1,SUI,Figure Skating,4,MYA,Swimming,1,MEX,Cycling,14,JPN,Ice Hockey,18,ITA,Diving,4,ITA,Ski Jumping,8,MGL,Weightlifting,3,GUA,Equestrianism,1,FRG,Rhythmic Gymnastics,2,EUN,Badminton,2,,,,FIN,Judo,1,,,,ESP,Gymnastics,74,,,,EGY,Water Polo,13,,,,EGY,Equestrianism,1,,,,DMA,Athletics,2,,,,CZE,Gymnastics,6
481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Alpine Skiing,2,PUR,Athletics,4,PHI,Athletics,1,SUI,Ice Hockey,17,MYA,Weightlifting,2,MEX,Diving,6,JPN,Modern Pentathlon,6,ITA,Equestrianism,15,ITA,Speed Skating,10,MGL,Wrestling,13,GUA,Rowing,1,FRG,Rowing,38,EUN,Basketball,24,,,,FIN,Rhythmic Gymnastics,1,,,,ESP,Handball,15,,,,EGY,Weightlifting,5,,,,EGY,Fencing,16,,,,DOM,Athletics,11,,,,CZE,Judo,3
482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Alpinism,2,PUR,Boxing,3,PHI,Basketball,12,SUI,Ski Jumping,3,NED,Athletics,10,MEX,Equestrianism,14,JPN,Nordic Combined,4,ITA,Fencing,32,ITA,Swimming,31,MLI,Athletics,3,GUA,Sailing,1,FRG,Sailing,15,EUN,Biathlon,23,,,,FIN,Rowing,2,,,,ESP,Hockey,32,,,,EGY,Wrestling,3,,,,EGY,Gymnastics,10,,,,DOM,Boxing,3,,,,CZE,Modern Pentathlon,3
483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Art Competitions,58,PUR,Shooting,2,PHI,Boxing,5,SUI,Speed Skating,4,NED,Boxing,3,MEX,Football,14,JPN,Rowing,10,ITA,Figure Skating,1,ITA,Volleyball,12,MLI,Boxing,1,GUA,Shooting,4,FRG,Shooting,23,EUN,Bobsleigh,12,,,,FIN,Sailing,8,,,,ESP,Judo,12,,,,ERI,Athletics,5,,,,EGY,Handball,14,,,,DOM,Gymnastics,2,,,,CZE,Rowing,10
484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Athletics,24,ROU,Alpine Skiing,14,PHI,Shooting,6,SWE,Alpine Skiing,19,NED,Canoeing,7,MEX,Judo,3,JPN,Shooting,6,ITA,Gymnastics,84,ITA,Water Polo,11,MLI,Judo,3,GUA,Swimming,29,FRG,Ski Jumping,12,EUN,Boxing,12,,,,FIN,Shooting,8,,,,ESP,Rhythmic Gymnastics,8,,,,ESA,Archery,1,,,,EGY,Judo,4,,,,DOM,Judo,1,,,,CZE,Sailing,3
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Basketball,8,RSA,Art Competitions,4,PHI,Swimming,1,SWE,Athletics,20,NED,Cycling,17,MEX,Modern Pentathlon,6,JPN,Ski Jumping,8,ITA,Judo,2,ITA,Weightlifting,1,MLT,Archery,2,GUA,Weightlifting,2,FRG,Speed Skating,10,EUN,Canoeing,23,,,,FIN,Swimming,30,,,,ESP,Rowing,4,,,,ESA,Athletics,2,,,,EGY,Modern Pentathlon,3,,,,DOM,Shooting,1,,,,CZE,Shooting,9
486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Bobsleigh,12,RSA,Athletics,9,PHI,Weightlifting,2,SWE,Bobsleigh,12,NED,Diving,2,MEX,Rowing,3,JPN,Speed Skating,23,ITA,Luge,10,ITA,Wrestling,8,MLT,Cycling,8,GUI,Judo,1,FRG,Swimming,75,EUN,Cross Country Skiing,40,,,,FIN,Weightlifting,2,,,,ESP,Sailing,17,,,,ESA,Cycling,2,,,,EGY,Rowing,6,,,,DOM,Swimming,2,,,,CZE,Swimming,17
487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Boxing,8,RSA,Boxing,8,PHI,Wrestling,1,SWE,Boxing,3,NED,Fencing,8,MEX,Sailing,11,JPN,Swimming,47,ITA,Modern Pentathlon,6,JAM,Athletics,30,MLT,Shooting,2,GUY,Athletics,6,FRG,Synchronized Swimming,5,EUN,Cycling,21,,,,FIN,Wrestling,5,,,,ESP,Shooting,7,,,,ESA,Shooting,1,,,,EGY,Shooting,9,,,,DOM,Table Tennis,1,,,,CZE,Synchronized Swimming,2
488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Canoeing,9,RSA,Cycling,6,POL,Alpine Skiing,21,SWE,Canoeing,8,NED,Figure Skating,2,MEX,Shooting,6,JPN,Volleyball,20,ITA,Nordic Combined,2,JAM,Boxing,3,MOZ,Athletics,10,GUY,Boxing,3,FRG,Table Tennis,10,EUN,Diving,8,,,,FRA,Archery,7,,,,ESP,Swimming,35,,,,ESA,Swimming,2,,,,EGY,Swimming,3,,,,DOM,Taekwondo,1,,,,CZE,Table Tennis,4
489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Cross Country Skiing,4,RSA,Diving,1,POL,Athletics,37,SWE,Cross Country Skiing,23,NED,Gymnastics,36,MEX,Swimming,20,JPN,Water Polo,9,ITA,Rowing,21,JAM,Cycling,3,MOZ,Swimming,6,GUY,Cycling,3,FRG,Tennis,9,EUN,Equestrianism,15,,,,FRA,Athletics,57,,,,ESP,Synchronized Swimming,2,,,,ESA,Weightlifting,1,,,,EGY,Synchronized Swimming,10,,,,DOM,Volleyball,12,,,,CZE,Tennis,13
490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Cycling,16,RSA,Rowing,5,POL,Boxing,10,SWE,Cycling,8,NED,Hockey,16,MEX,Weightlifting,1,JPN,Weightlifting,7,ITA,Sailing,10,JPN,Alpine Skiing,10,MYA,Athletics,1,HAI,Athletics,1,FRG,Water Polo,13,EUN,Fencing,32,,,,FRA,Badminton,2,,,,ESP,Taekwondo,4,,,,ESP,Archery,2,,,,EGY,Table Tennis,5,,,,DOM,Weightlifting,2,,,,CZE,Triathlon,1
491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Diving,3,RSA,Sailing,1,POL,Cross Country Skiing,1,SWE,Diving,3,NED,Rowing,13,MEX,Wrestling,8,JPN,Wrestling,16,ITA,Shooting,12,JPN,Archery,4,MYA,Weightlifting,1,HAI,Fencing,2,FRG,Weightlifting,7,EUN,Figure Skating,17,,,,FRA,Beach Volleyball,4,,,,ESP,Tennis,11,,,,ESP,Athletics,60,,,,EGY,Taekwondo,1,,,,ECU,Athletics,13,,,,CZE,Weightlifting,1
492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Equestrianism,13,RSA,Swimming,4,POL,Fencing,21,SWE,Equestrianism,18,NED,Sailing,7,MGL,Athletics,4,KEN,Athletics,29,ITA,Ski Jumping,1,JPN,Athletics,16,NCA,Athletics,2,HKG,Archery,6,FRG,Wrestling,17,EUN,Freestyle Skiing,8,,,,FRA,Boxing,7,,,,ESP,Triathlon,4,,,,ESP,Badminton,3,,,,EGY,Volleyball,12,,,,ECU,Boxing,7,,,,CZE,Wrestling,1
493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Fencing,27,RSA,Weightlifting,2,POL,Football,15,SWE,Fencing,8,NED,Speed Skating,11,MGL,Biathlon,4,KEN,Boxing,4,ITA,Speed Skating,7,JPN,Basketball,24,NCA,Boxing,2,HKG,Athletics,3,GAB,Athletics,1,EUN,Gymnastics,84,,,,FRA,Canoeing,19,,,,ESP,Volleyball,12,,,,ESP,Basketball,24,,,,EGY,Weightlifting,5,,,,ECU,Canoeing,1,,,,DEN,Athletics,8
494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Figure Skating,3,RSA,Wrestling,3,POL,Gymnastics,120,SWE,Figure Skating,1,NED,Swimming,29,MGL,Cross Country Skiing,12,KEN,Hockey,14,ITA,Swimming,39,JPN,Biathlon,7,NCA,Swimming,2,HKG,Canoeing,11,GAB,Boxing,1,EUN,Handball,25,,,,FRA,Cycling,28,,,,ESP,Water Polo,12,,,,ESP,Beach Volleyball,2,,,,EGY,Wrestling,7,,,,ECU,Cycling,2,,,,DEN,Badminton,9
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Gymnastics,64,SGP,Athletics,1,POL,Hockey,14,SWE,Gymnastics,56,NED,Water Polo,9,MGL,Cycling,8,KEN,Shooting,3,ITA,Water Polo,11,JPN,Bobsleigh,8,NED,Archery,2,HKG,Cycling,8,GAM,Athletics,3,EUN,Hockey,15,,,,FRA,Diving,1,,,,ESP,Weightlifting,3,,,,ESP,Canoeing,19,,,,ERI,Athletics,11,,,,ECU,Equestrianism,1,,,,DEN,Canoeing,9
496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Handball,17,SRI,Athletics,6,POL,Ice Hockey,16,SWE,Ice Hockey,17,NED,Wrestling,3,MGL,Gymnastics,17,KOR,Alpine Skiing,2,ITA,Weightlifting,6,JPN,Boxing,6,NED,Athletics,15,HKG,Diving,3,GAM,Wrestling,3,EUN,Ice Hockey,22,,,,FRA,Equestrianism,23,,,,EST,Athletics,5,,,,ESP,Cycling,32,,,,ESA,Athletics,2,,,,ECU,Judo,1,,,,DEN,Cycling,15
497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Hockey,13,SRI,Boxing,4,POL,Rowing,10,SWE,Modern Pentathlon,6,NGR,Athletics,11,MGL,Shooting,3,KOR,Athletics,4,ITA,Wrestling,7,JPN,Canoeing,6,NED,Canoeing,12,HKG,Fencing,14,GBR,Alpine Skiing,28,EUN,Judo,13,,,,FRA,Fencing,27,,,,EST,Canoeing,2,,,,ESP,Diving,4,,,,ESA,Cycling,3,,,,ECU,Shooting,1,,,,DEN,Equestrianism,8
498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Ice Hockey,12,SUI,Alpine Skiing,29,POL,Shooting,2,SWE,Nordic Combined,1,NGR,Boxing,4,MGL,Speed Skating,6,KOR,Basketball,11,JAM,Athletics,29,JPN,Cross Country Skiing,6,NED,Cycling,9,HKG,Judo,4,GBR,Archery,12,EUN,Luge,10,,,,FRA,Football,17,,,,EST,Cycling,6,,,,ESP,Equestrianism,8,,,,ESA,Judo,1,,,,ECU,Swimming,3,,,,DEN,Football,17
499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Modern Pentathlon,3,SUI,Art Competitions,33,POL,Ski Jumping,4,SWE,Rowing,14,NOR,Alpine Skiing,14,MGL,Wrestling,8,KOR,Boxing,7,JAM,Boxing,1,JPN,Cycling,7,NED,Ice Hockey,20,HKG,Sailing,1,GBR,Athletics,122,EUN,Modern Pentathlon,6,,,,FRA,Gymnastics,92,,,,EST,Fencing,7,,,,ESP,Fencing,1,,,,ESA,Rowing,1,,,,ECU,Triathlon,1,,,,DEN,Golf,4
500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Nordic Combined,3,SUI,Athletics,24,POL,Swimming,10,SWE,Sailing,7,NOR,Athletics,12,MLI,Athletics,2,KOR,Cross Country Skiing,5,JAM,Cycling,14,JPN,Diving,5,NED,Judo,3,HKG,Shooting,7,GBR,Biathlon,12,EUN,Nordic Combined,7,,,,FRA,Handball,16,,,,EST,Judo,2,,,,ESP,Gymnastics,72,,,,ESA,Shooting,2,,,,ECU,Weightlifting,4,,,,DEN,Handball,14
501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Rowing,26,SUI,Basketball,14,POL,Weightlifting,4,SWE,Shooting,12,NOR,Biathlon,3,MON,Weightlifting,1,KOR,Cycling,5,JAM,Diving,1,JPN,Equestrianism,13,NED,Rowing,10,HKG,Swimming,30,GBR,Bobsleigh,12,EUN,Rhythmic Gymnastics,2,,,,FRA,Judo,14,,,,EST,Modern Pentathlon,1,,,,ESP,Handball,30,,,,ESA,Swimming,2,,,,ECU,Wrestling,2,,,,DEN,Rowing,13
502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Sailing,6,SUI,Bobsleigh,12,POL,Wrestling,5,SWE,Ski Jumping,4,NOR,Boxing,2,MYA,Athletics,2,KOR,Diving,4,JAM,Sailing,3,JPN,Fencing,14,NED,Sailing,12,HON,Athletics,3,GBR,Boxing,8,EUN,Rowing,47,,,,FRA,Modern Pentathlon,2,,,,EST,Rowing,3,,,,ESP,Hockey,32,,,,ESA,Tennis,1,,,,EGY,Archery,2,,,,DEN,Sailing,11
503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Ski Jumping,3,SUI,Boxing,4,POR,Alpine Skiing,1,SWE,Speed Skating,16,NOR,Canoeing,3,MYA,Boxing,3,KOR,Figure Skating,3,JAM,Swimming,3,JPN,Figure Skating,3,NED,Shooting,4,HON,Judo,1,GBR,Canoeing,23,EUN,Sailing,14,,,,FRA,Rhythmic Gymnastics,7,,,,EST,Sailing,4,,,,ESP,Judo,10,,,,ESA,Weightlifting,1,,,,EGY,Athletics,7,,,,DEN,Shooting,4
504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Swimming,4,SUI,Canoeing,6,POR,Athletics,13,SWE,Swimming,10,NOR,Cross Country Skiing,16,MYA,Shooting,2,KOR,Gymnastics,7,JPN,Alpine Skiing,22,JPN,Gymnastics,84,NED,Speed Skating,27,HON,Swimming,22,GBR,Cross Country Skiing,19,EUN,Shooting,28,,,,FRA,Rowing,21,,,,EST,Shooting,1,,,,ESP,Rhythmic Gymnastics,7,,,,ESA,Wrestling,1,,,,EGY,Badminton,1,,,,DEN,Swimming,27
505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Water Polo,8,SUI,Cross Country Skiing,15,POR,Equestrianism,18,SWE,Weightlifting,1,NOR,Cycling,1,MYA,Swimming,2,KOR,Shooting,2,JPN,Archery,4,JPN,Handball,24,NED,Swimming,34,HUN,Alpine Skiing,2,GBR,Cycling,17,EUN,Short Track Speed Skating,8,,,,FRA,Sailing,13,,,,EST,Swimming,7,,,,ESP,Rowing,9,,,,ESP,Archery,1,,,,EGY,Boxing,5,,,,DEN,Table Tennis,1
506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Weightlifting,5,SUI,Cycling,16,POR,Fencing,16,SWE,Wrestling,12,NOR,Fencing,2,MYA,Weightlifting,3,KOR,Speed Skating,4,JPN,Athletics,22,JPN,Ice Hockey,18,NED,Water Polo,11,HUN,Biathlon,10,GBR,Diving,7,EUN,Ski Jumping,12,,,,FRA,Shooting,18,,,,EST,Wrestling,3,,,,ESP,Sailing,19,,,,ESP,Athletics,55,,,,EGY,Canoeing,2,,,,DEN,Tennis,1
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUI,Wrestling,13,SUI,Diving,3,POR,Gymnastics,63,TCH,Alpine Skiing,12,NOR,Gymnastics,7,NED,Athletics,10,KOR,Swimming,2,JPN,Basketball,12,JPN,Judo,6,NEP,Athletics,5,HUN,Figure Skating,2,GBR,Equestrianism,24,EUN,Speed Skating,36,,,,FRA,Swimming,49,,,,ETH,Athletics,25,,,,ESP,Shooting,8,,,,ESP,Badminton,2,,,,EGY,Equestrianism,1,,,,DEN,Triathlon,1
508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Alpine Skiing,1,SUI,Equestrianism,7,POR,Modern Pentathlon,6,TCH,Athletics,22,NOR,Nordic Combined,4,NED,Boxing,4,KOR,Volleyball,10,JPN,Biathlon,8,JPN,Luge,6,NEP,Boxing,3,HUN,Speed Skating,2,GBR,Fencing,19,EUN,Swimming,67,,,,FRA,Synchronized Swimming,8,,,,ETH,Boxing,2,,,,ESP,Swimming,27,,,,ESP,Basketball,24,,,,EGY,Fencing,17,,,,DEN,Wrestling,1
509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Art Competitions,47,SUI,Fencing,27,POR,Rowing,9,TCH,Boxing,5,NOR,Rowing,2,NED,Canoeing,7,KOR,Weightlifting,6,JPN,Bobsleigh,12,JPN,Modern Pentathlon,6,NEP,Weightlifting,2,INA,Archery,2,GBR,Figure Skating,9,EUN,Synchronized Swimming,5,,,,FRA,Table Tennis,9,,,,FIJ,Athletics,1,,,,ESP,Synchronized Swimming,10,,,,ESP,Beach Volleyball,2,,,,EGY,Football,16,,,,DJI,Athletics,6
510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Athletics,44,SUI,Figure Skating,7,POR,Sailing,9,TCH,Canoeing,8,NOR,Sailing,9,NED,Cycling,18,KOR,Wrestling,8,JPN,Boxing,4,JPN,Nordic Combined,2,NGR,Athletics,28,INA,Athletics,10,GBR,Gymnastics,24,EUN,Table Tennis,11,,,,FRA,Tennis,8,,,,FIJ,Judo,2,,,,ESP,Table Tennis,1,,,,ESP,Boxing,1,,,,EGY,Gymnastics,13,,,,DJI,Judo,1
511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Boxing,4,SUI,Gymnastics,64,POR,Shooting,6,TCH,Cross Country Skiing,17,NOR,Shooting,7,NED,Figure Skating,1,KUW,Athletics,2,JPN,Canoeing,5,JPN,Rowing,9,NGR,Boxing,8,INA,Boxing,3,GBR,Hockey,32,EUN,Tennis,7,,,,FRA,Weightlifting,2,,,,FIJ,Sailing,1,,,,ESP,Taekwondo,4,,,,ESP,Canoeing,14,,,,EGY,Judo,5,,,,DJI,Swimming,1
512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Canoeing,9,SUI,Hockey,15,POR,Swimming,6,TCH,Cycling,16,NOR,Ski Jumping,4,NED,Hockey,18,LBA,Athletics,1,JPN,Cross Country Skiing,25,JPN,Sailing,5,NGR,Football,17,INA,Shooting,2,GBR,Judo,7,EUN,Volleyball,20,,,,FRA,Wrestling,2,,,,FIJ,Swimming,4,,,,ESP,Tennis,16,,,,ESP,Cycling,24,,,,EGY,Modern Pentathlon,3,,,,DMA,Athletics,2
513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Cross Country Skiing,12,SUI,Ice Hockey,17,POR,Water Polo,9,TCH,Figure Skating,4,NOR,Speed Skating,14,NED,Judo,4,LIB,Alpine Skiing,6,JPN,Cycling,5,JPN,Shooting,12,NGR,Weightlifting,2,INA,Swimming,3,GBR,Luge,6,EUN,Water Polo,13,,,,GAB,Athletics,6,,,,FIJ,Weightlifting,1,,,,ESP,Triathlon,6,,,,ESP,Diving,2,,,,EGY,Rhythmic Gymnastics,1,,,,DOM,Archery,1
514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Cycling,9,SUI,Modern Pentathlon,3,PUR,Athletics,12,TCH,Gymnastics,90,NOR,Weightlifting,1,NED,Rowing,17,LIB,Cycling,4,JPN,Diving,4,JPN,Ski Jumping,8,NGR,Wrestling,1,INA,Weightlifting,3,GBR,Modern Pentathlon,6,EUN,Weightlifting,10,,,,GAB,Boxing,2,,,,FIN,Archery,3,,,,ESP,Water Polo,13,,,,ESP,Equestrianism,2,,,,EGY,Rowing,5,,,,DOM,Athletics,14
515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Diving,3,SUI,Nordic Combined,4,PUR,Boxing,3,TCH,Ice Hockey,17,NOR,Wrestling,4,NED,Sailing,7,LIB,Fencing,3,JPN,Equestrianism,8,JPN,Speed Skating,19,NOR,Alpine Skiing,12,IND,Athletics,11,GBR,Rhythmic Gymnastics,1,EUN,Wrestling,20,,,,GAB,Judo,1,,,,FIN,Athletics,27,,,,ESP,Weightlifting,2,,,,ESP,Fencing,5,,,,EGY,Sailing,1,,,,DOM,Boxing,2
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Equestrianism,18,SUI,Rowing,19,PUR,Shooting,5,TCH,Modern Pentathlon,1,NZL,Alpine Skiing,12,NED,Shooting,2,LIB,Shooting,3,JPN,Fencing,8,JPN,Swimming,34,NOR,Biathlon,10,IND,Boxing,2,GBR,Rowing,32,FIJ,Athletics,12,,,,GAM,Athletics,12,,,,FIN,Badminton,2,,,,ESP,Wrestling,2,,,,ESP,Gymnastics,46,,,,EGY,Shooting,7,,,,DOM,Cycling,1
517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Fencing,22,SUI,Sailing,9,PUR,Weightlifting,3,TCH,Nordic Combined,3,NZL,Athletics,22,NED,Speed Skating,11,LIB,Swimming,2,JPN,Figure Skating,4,JPN,Volleyball,24,NOR,Cross Country Skiing,26,IND,Hockey,16,GBR,Sailing,15,FIJ,Judo,4,,,,GBR,Archery,3,,,,FIN,Boxing,1,,,,EST,Athletics,15,,,,ESP,Handball,14,,,,EGY,Swimming,3,,,,DOM,Equestrianism,1
518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Figure Skating,1,SUI,Shooting,11,ROU,Alpine Skiing,12,TCH,Rowing,11,NZL,Cycling,1,NED,Swimming,48,LIB,Weightlifting,1,JPN,Gymnastics,84,JPN,Weightlifting,9,NOR,Ice Hockey,20,IND,Sailing,2,GBR,Shooting,13,FIJ,Sailing,4,,,,GBR,Athletics,93,,,,FIN,Canoeing,1,,,,EST,Cycling,6,,,,ESP,Hockey,32,,,,EGY,Synchronized Swimming,10,,,,DOM,Judo,1
519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Football,11,SUI,Skeleton,4,ROU,Athletics,14,TCH,Shooting,5,NZL,Equestrianism,1,NED,Volleyball,12,LIB,Wrestling,2,JPN,Handball,12,JPN,Wrestling,20,NOR,Nordic Combined,4,IND,Shooting,10,GBR,Ski Jumping,2,FIJ,Swimming,16,,,,GBR,Badminton,22,,,,FIN,Cycling,3,,,,EST,Judo,2,,,,ESP,Judo,6,,,,EGY,Table Tennis,10,,,,DOM,Shooting,1
520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Ice Hockey,13,SUI,Ski Jumping,4,ROU,Basketball,12,TCH,Ski Jumping,2,NZL,Fencing,3,NED,Water Polo,11,LIE,Alpine Skiing,14,JPN,Ice Hockey,19,KOR,Boxing,6,NOR,Ski Jumping,8,IND,Weightlifting,4,GBR,Speed Skating,7,FIN,Archery,6,,,,GBR,Beach Volleyball,2,,,,FIN,Diving,2,,,,EST,Rowing,7,,,,ESP,Modern Pentathlon,1,,,,EGY,Taekwondo,4,,,,DOM,Swimming,2
521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SWE,Modern Pentathlon,3,SUI,Speed Skating,7,ROU,Boxing,10,TCH,Speed Skating,9,NZL,Hockey,14,NEP,Athletics,2,LIE,Athletics,3,JPN,Judo,6,KOR,Figure Skating,1,NOR,Speed Skating,20,IND,Wrestling,8,GBR,Swimming,74,FIN,Athletics,30,,,,GBR,Boxing,2,,,,FIN,Equestrianism,3,,,,EST,Sailing,1,,,,ESP,Rhythmic Gymnastics,7,,,,EGY,Weightlifting,8,,,,DOM,Taekwondo,3
