,"(1896, '1')","(1896, '2')","(1896, '3')","(1900, '1')","(1900, '2')","(1900, '3')","(1904, '1')","(1904, '2')","(1904, '3')","(1906, '1')","(1906, '2')","(1906, '3')","(1908, '1')","(1908, '2')","(1908, '3')","(1912, '1')","(1912, '2')","(1912, '3')","(1920, '1')","(1920, '2')","(1920, '3')","(1924, '1')","(1924, '2')","(1924, '3')","(1928, '1')","(1928, '2')","(1928, '3')","(1932, '1')","(1932, '2')","(1932, '3')","(1936, '1')","(1936, '2')","(1936, '3')","(1948, '1')","(1948, '2')","(1948, '3')","(1952, '1')","(1952, '2')","(1952, '3')","(1956, '1')","(1956, '2')","(1956, '3')","(1960, '1')","(1960, '2')","(1960, '3')","(1964, '1')","(1964, '2')","(1964, '3')","(1968, '1')","(1968, '2')","(1968, '3')","(1972, '1')","(1972, '2')","(1972, '3')","(1976, '1')","(1976, '2')","(1976, '3')","(1980, '1')","(1980, '2')","(1980, '3')","(1984, '1')","(1984, '2')","(1984, '3')","(1988, '1')","(1988, '2')","(1988, '3')","(1992, '1')","(1992, '2')","(1992, '3')","(1994, '1')","(1994, '2')","(1994, '3')","(1996, '1')","(1996, '2')","(1996, '3')","(1998, '1')","(1998, '2')","(1998, '3')","(2000, '1')","(2000, '2')","(2000, '3')","(2002, '1')","(2002, '2')","(2002, '3')","(2004, '1')","(2004, '2')","(2004, '3')","(2006, '1')","(2006, '2')","(2006, '3')","(2008, '1')","(2008, '2')","(2008, '3')","(2010, '1')","(2010, '2')","(2010, '3')","(2012, '1')","(2012, '2')","(2012, '3')","(2014, '1')","(2014, '2')","(2014, '3')","(2016, '1')","(2016, '2')","(2016, '3')"
31,GRE,Fencing,9,ESP,Equestrianism,1,NFL,Athletics,1,DEN,Gymnastics,18,CAN,Gymnastics,2,BOH,Tennis,15,BRA,Shooting,20,BEL,Athletics,21,AUT,Nordic Combined,1,BRA,Shooting,6,AUT,Gymnastics,64,AUT,Alpine Skiing,29,AUS,Water Polo,7,AUS,Wrestling,15,AUS,Hockey,15,AUS,Hockey,14,AUS,Sailing,11,AUS,Hockey,16,AUS,Figure Skating,2,AUS,Judo,3,AUS,Athletics,42,ARG,Cycling,8,ARG,Alpine Skiing,19,BLR,Biathlon,24,ANT,Canoeing,3,BIH,Bobsleigh,6,ARG,Boxing,7,BEL,Speed Skating,2,ARG,Athletics,8,AUT,Skeleton,2,ANG,Handball,14,AUT,Ski Jumping,12,ANT,Athletics,3,AUT,Snowboarding,25,ARG,Athletics,13
32,GRE,Gymnastics,12,ESP,Fencing,3,NOR,Gymnastics,4,DEN,Rowing,11,CAN,Lacrosse,12,BOH,Wrestling,4,BRA,Swimming,2,BEL,Bobsleigh,5,AUT,Rowing,2,BRA,Swimming,12,AUT,Handball,22,AUT,Art Competitions,45,AUS,Weightlifting,3,AUT,Alpine Skiing,24,AUS,Ice Hockey,17,AUS,Judo,4,AUS,Shooting,3,AUS,Judo,5,AUS,Gymnastics,19,AUS,Modern Pentathlon,1,AUS,Basketball,24,ARG,Diving,2,ARG,Athletics,4,BLR,Cross Country Skiing,34,ANT,Cycling,1,BIH,Luge,1,ARG,Canoeing,4,BER,Luge,1,ARG,Basketball,12,AUT,Ski Jumping,12,ANG,Swimming,2,AUT,Snowboarding,13,ANT,Swimming,1,AUT,Speed Skating,4,ARG,Basketball,12
33,GRE,Shooting,46,ESP,Rowing,6,NOR,Wrestling,2,DEN,Swimming,3,CAN,Rowing,17,CAN,Art Competitions,1,BRA,Water Polo,8,BEL,Boxing,10,AUT,Sailing,1,BRA,Water Polo,8,AUT,Ice Hockey,12,AUT,Athletics,24,AUS,Wrestling,4,AUT,Athletics,3,AUS,Modern Pentathlon,6,AUS,Modern Pentathlon,6,AUS,Speed Skating,2,AUS,Modern Pentathlon,2,AUS,Hockey,15,AUS,Rowing,16,AUS,Biathlon,2,ARG,Fencing,3,ARG,Biathlon,11,BLR,Figure Skating,5,ANT,Sailing,1,BLR,Alpine Skiing,1,ARG,Cycling,10,BIH,Alpine Skiing,4,ARG,Beach Volleyball,2,AUT,Snowboarding,14,ANT,Athletics,4,AUT,Speed Skating,2,ARG,Athletics,10,AZE,Alpine Skiing,2,ARG,Beach Volleyball,2
34,GRE,Swimming,11,FRA,Archery,18,RSA,Athletics,3,DEN,Wrestling,4,CAN,Shooting,31,CAN,Athletics,39,CAN,Athletics,22,BEL,Cycling,18,AUT,Skeleton,2,BUL,Art Competitions,2,AUT,Modern Pentathlon,2,AUT,Boxing,5,AUT,Alpine Skiing,24,AUT,Bobsleigh,12,AUS,Nordic Combined,1,AUS,Rowing,26,AUS,Swimming,72,AUS,Rowing,16,AUS,Judo,3,AUS,Shooting,2,AUS,Boxing,5,ARG,Football,16,ARG,Boxing,3,BLR,Freestyle Skiing,4,ARG,Athletics,9,BLR,Biathlon,24,ARG,Diving,1,BLR,Biathlon,31,ARG,Boxing,1,AUT,Speed Skating,3,ANT,Swimming,1,AZE,Alpine Skiing,4,ARG,Basketball,12,AZE,Figure Skating,2,ARG,Boxing,6
35,GRE,Tennis,13,FRA,Athletics,29,RSA,Tug-Of-War,5,EGY,Athletics,2,CAN,Swimming,2,CAN,Cycling,2,CAN,Boxing,8,BEL,Diving,3,AUT,Ski Jumping,1,CAN,Art Competitions,45,AUT,Nordic Combined,4,AUT,Canoeing,11,AUT,Athletics,19,AUT,Boxing,1,AUS,Rowing,25,AUS,Sailing,11,AUS,Weightlifting,2,AUS,Sailing,13,AUS,Modern Pentathlon,2,AUS,Speed Skating,6,AUS,Canoeing,10,ARG,Hockey,31,ARG,Canoeing,7,BLR,Nordic Combined,1,ARG,Basketball,12,BLR,Cross Country Skiing,39,ARG,Equestrianism,1,BLR,Cross Country Skiing,44,ARG,Canoeing,3,AZE,Figure Skating,2,ARG,Athletics,11,BEL,Alpine Skiing,3,ARG,Beach Volleyball,2,BEL,Bobsleigh,2,ARG,Canoeing,11
36,GRE,Weightlifting,4,FRA,Cricket,3,SUI,Gymnastics,6,EGY,Cycling,2,CAN,Tennis,5,CAN,Diving,3,CAN,Cycling,20,BEL,Equestrianism,19,AUT,Speed Skating,10,CAN,Athletics,45,AUT,Rowing,9,AUT,Cross Country Skiing,13,AUT,Bobsleigh,12,AUT,Canoeing,9,AUS,Sailing,11,AUS,Shooting,8,AUS,Wrestling,4,AUS,Shooting,4,AUS,Rowing,13,AUS,Swimming,57,AUS,Cross Country Skiing,6,ARG,Judo,3,ARG,Cross Country Skiing,14,BLR,Ski Jumping,2,ARG,Beach Volleyball,2,BLR,Figure Skating,2,ARG,Fencing,3,BLR,Figure Skating,2,ARG,Cycling,5,BEL,Figure Skating,1,ARG,Basketball,12,BEL,Bobsleigh,2,ARG,Boxing,2,BEL,Figure Skating,1,ARG,Cycling,7
37,GRE,Wrestling,2,FRA,Croquet,19,SUI,Wrestling,1,EGY,Wrestling,1,CAN,Wrestling,1,CAN,Rowing,10,CAN,Diving,3,BEL,Fencing,29,AUT,Swimming,3,CAN,Boxing,7,AUT,Sailing,1,AUT,Cycling,16,AUT,Boxing,4,AUT,Cross Country Skiing,8,AUS,Shooting,10,AUS,Swimming,61,AUT,Alpine Skiing,24,AUS,Speed Skating,6,AUS,Sailing,12,AUS,Water Polo,11,AUS,Cycling,19,ARG,Luge,1,ARG,Cycling,8,BLR,Speed Skating,4,ARG,Boxing,5,BLR,Freestyle Skiing,6,ARG,Gymnastics,5,BLR,Freestyle Skiing,5,ARG,Equestrianism,8,BEL,Short Track Speed Skating,5,ARG,Beach Volleyball,2,BEL,Figure Skating,2,ARG,Canoeing,3,BEL,Freestyle Skiing,1,ARG,Equestrianism,8
38,HUN,Athletics,5,FRA,Cycling,71,USA,Archery,70,FIN,Athletics,16,DEN,Athletics,13,CAN,Shooting,3,CAN,Ice Hockey,8,BEL,Figure Skating,3,AUT,Weightlifting,10,CAN,Cross Country Skiing,7,AUT,Shooting,3,AUT,Diving,8,AUT,Canoeing,9,AUT,Cycling,13,AUS,Speed Skating,4,AUS,Water Polo,11,AUT,Athletics,12,AUS,Swimming,79,AUS,Shooting,7,AUS,Weightlifting,5,AUS,Diving,6,ARG,Rowing,6,ARG,Diving,3,BRA,Alpine Skiing,1,ARG,Canoeing,6,BLR,Ice Hockey,23,ARG,Hockey,32,BLR,Ice Hockey,24,ARG,Fencing,1,BEL,Speed Skating,2,ARG,Boxing,1,BEL,Short Track Speed Skating,3,ARG,Cycling,4,BEL,Snowboarding,1,ARG,Fencing,1
39,HUN,Gymnastics,8,FRA,Equestrianism,47,USA,Athletics,158,FIN,Wrestling,2,DEN,Boxing,2,CAN,Swimming,2,CAN,Rowing,5,BEL,Football,11,AUT,Wrestling,2,CAN,Cycling,14,AUT,Ski Jumping,4,AUT,Equestrianism,2,AUT,Cross Country Skiing,13,AUT,Diving,1,AUS,Swimming,46,AUS,Weightlifting,7,AUT,Biathlon,8,AUS,Water Polo,11,AUS,Speed Skating,5,AUS,Wrestling,3,AUS,Equestrianism,16,ARG,Sailing,11,ARG,Fencing,5,BUL,Alpine Skiing,7,ARG,Cycling,11,BLR,Nordic Combined,2,ARG,Judo,9,BLR,Nordic Combined,2,ARG,Football,16,BER,Skeleton,1,ARG,Canoeing,3,BER,Cross Country Skiing,1,ARG,Equestrianism,2,BEL,Speed Skating,6,ARG,Football,16
40,HUN,Swimming,2,FRA,Fencing,253,USA,Boxing,24,FRA,Athletics,23,DEN,Fencing,14,CHI,Athletics,10,CAN,Shooting,11,BEL,Ice Hockey,10,BEL,Art Competitions,38,CAN,Diving,4,AUT,Speed Skating,16,AUT,Fencing,10,AUT,Cycling,14,AUT,Equestrianism,8,AUS,Water Polo,10,AUS,Wrestling,8,AUT,Bobsleigh,12,AUS,Weightlifting,3,AUS,Swimming,68,AUT,Alpine Skiing,23,AUS,Fencing,3,ARG,Shooting,4,ARG,Freestyle Skiing,1,BUL,Biathlon,12,ARG,Equestrianism,9,BLR,Ski Jumping,4,ARG,Rowing,8,BLR,Short Track Speed Skating,2,ARG,Gymnastics,5,BIH,Alpine Skiing,3,ARG,Cycling,12,BIH,Alpine Skiing,6,ARG,Fencing,1,BER,Cross Country Skiing,1,ARG,Golf,2
41,HUN,Tennis,1,FRA,Football,13,USA,Cycling,60,FRA,Cycling,22,DEN,Football,13,CHI,Cycling,8,CAN,Swimming,7,BEL,Modern Pentathlon,4,BEL,Athletics,53,CAN,Fencing,11,AUT,Swimming,13,AUT,Figure Skating,11,AUT,Diving,5,AUT,Fencing,1,AUS,Weightlifting,7,AUT,Alpine Skiing,24,AUT,Boxing,2,AUS,Wrestling,3,AUS,Water Polo,11,AUT,Archery,1,AUS,Figure Skating,2,ARG,Swimming,6,ARG,Gymnastics,17,BUL,Bobsleigh,2,ARG,Fencing,7,BLR,Speed Skating,6,ARG,Sailing,11,BLR,Ski Jumping,2,ARG,Hockey,32,BIH,Biathlon,4,ARG,Equestrianism,1,BIH,Biathlon,2,ARG,Gymnastics,6,BIH,Alpine Skiing,9,ARG,Gymnastics,5
42,HUN,Weightlifting,1,FRA,Golf,7,USA,Diving,2,FRA,Fencing,13,DEN,Gymnastics,24,CHI,Equestrianism,2,CAN,Wrestling,1,BEL,Rowing,17,BEL,Bobsleigh,10,CAN,Figure Skating,8,AUT,Water Polo,11,AUT,Football,11,AUT,Fencing,11,AUT,Figure Skating,8,AUS,Wrestling,12,AUT,Athletics,11,AUT,Canoeing,6,AUT,Alpine Skiing,24,AUS,Weightlifting,3,AUT,Athletics,11,AUS,Gymnastics,24,ARG,Table Tennis,1,ARG,Hockey,16,BUL,Cross Country Skiing,12,ARG,Football,18,BRA,Alpine Skiing,1,ARG,Shooting,7,BLR,Speed Skating,11,ARG,Judo,9,BIH,Cross Country Skiing,2,ARG,Fencing,1,BIH,Cross Country Skiing,2,ARG,Handball,15,BIH,Biathlon,2,ARG,Handball,29
43,HUN,Wrestling,1,FRA,Gymnastics,108,USA,Fencing,20,FRA,Football,3,DEN,Shooting,19,CHI,Shooting,8,CHI,Athletics,2,BEL,Sailing,9,BEL,Boxing,6,CAN,Ice Hockey,14,AUT,Weightlifting,10,AUT,Gymnastics,67,AUT,Figure Skating,6,AUT,Gymnastics,7,AUT,Alpine Skiing,24,AUT,Biathlon,4,AUT,Cross Country Skiing,13,AUT,Athletics,20,AUS,Wrestling,3,AUT,Biathlon,10,AUS,Hockey,32,ARG,Tennis,9,ARG,Judo,9,BUL,Figure Skating,1,ARG,Gymnastics,12,BUL,Alpine Skiing,8,ARG,Swimming,21,BRA,Alpine Skiing,2,ARG,Rowing,6,BLR,Biathlon,33,ARG,Football,33,BLR,Alpine Skiing,5,ARG,Hockey,31,BIH,Cross Country Skiing,3,ARG,Hockey,34
44,ITA,Shooting,1,FRA,Polo,8,USA,Football,23,FRA,Gymnastics,8,DEN,Swimming,11,DEN,Athletics,21,DEN,Athletics,35,BEL,Shooting,27,BEL,Cycling,14,CAN,Nordic Combined,4,AUT,Wrestling,7,AUT,Hockey,12,AUT,Football,11,AUT,Ice Hockey,17,AUT,Athletics,11,AUT,Bobsleigh,12,AUT,Diving,2,AUT,Bobsleigh,12,AUT,Alpine Skiing,23,AUT,Bobsleigh,12,AUS,Judo,3,ARG,Volleyball,12,ARG,Luge,1,BUL,Luge,2,ARG,Hockey,32,BUL,Biathlon,10,ARG,Table Tennis,3,BRA,Bobsleigh,4,ARG,Sailing,11,BLR,Cross Country Skiing,21,ARG,Hockey,16,BLR,Biathlon,35,ARG,Judo,4,BLR,Alpine Skiing,8,ARG,Judo,2
45,SUI,Gymnastics,7,FRA,Rowing,59,USA,Golf,100,FRA,Rowing,24,DEN,Wrestling,11,DEN,Cycling,16,DEN,Boxing,12,BEL,Speed Skating,14,BEL,Equestrianism,18,CAN,Rowing,16,BEL,Alpine Skiing,4,AUT,Ice Hockey,15,AUT,Gymnastics,120,AUT,Nordic Combined,3,AUT,Boxing,5,AUT,Boxing,3,AUT,Fencing,10,AUT,Boxing,1,AUT,Archery,1,AUT,Boxing,1,AUS,Modern Pentathlon,6,ARG,Wrestling,4,ARG,Rowing,6,BUL,Short Track Speed Skating,2,ARG,Judo,8,BUL,Cross Country Skiing,7,ARG,Taekwondo,2,BRA,Cross Country Skiing,2,ARG,Shooting,8,BLR,Figure Skating,1,ARG,Judo,9,BLR,Cross Country Skiing,26,ARG,Rowing,10,BLR,Biathlon,38,ARG,Modern Pentathlon,2
46,SUI,Shooting,1,FRA,Rugby,15,USA,Gymnastics,416,FRA,Shooting,66,FIN,Athletics,36,DEN,Equestrianism,8,DEN,Cycling,12,BEL,Swimming,6,BEL,Fencing,29,CAN,Sailing,13,BEL,Art Competitions,56,AUT,Nordic Combined,4,AUT,Hockey,13,AUT,Rowing,6,AUT,Canoeing,11,AUT,Canoeing,6,AUT,Figure Skating,8,AUT,Canoeing,13,AUT,Athletics,6,AUT,Canoeing,8,AUS,Rhythmic Gymnastics,2,ARU,Athletics,3,ARG,Sailing,7,CAN,Alpine Skiing,23,ARG,Rowing,22,BUL,Figure Skating,4,ARG,Tennis,11,BRA,Luge,2,ARG,Swimming,18,BLR,Freestyle Skiing,6,ARG,Rowing,2,BLR,Freestyle Skiing,6,ARG,Sailing,8,BLR,Cross Country Skiing,18,ARG,Rowing,2
47,SWE,Athletics,4,FRA,Sailing,227,USA,Lacrosse,12,FRA,Swimming,3,FIN,Diving,3,DEN,Fencing,24,DEN,Diving,6,BEL,Tennis,18,BEL,Figure Skating,3,CAN,Ski Jumping,4,BEL,Athletics,18,AUT,Rowing,7,AUT,Nordic Combined,4,AUT,Sailing,1,AUT,Cycling,13,AUT,Cross Country Skiing,16,AUT,Ice Hockey,18,AUT,Cross Country Skiing,9,AUT,Biathlon,7,AUT,Cycling,8,AUS,Rowing,25,ARU,Boxing,2,ARG,Shooting,4,CAN,Biathlon,14,ARG,Sailing,10,BUL,Short Track Speed Skating,4,ARG,Triathlon,1,BUL,Alpine Skiing,7,ARG,Table Tennis,4,BLR,Short Track Speed Skating,3,ARG,Sailing,10,BLR,Ice Hockey,22,ARG,Shooting,2,BLR,Freestyle Skiing,6,ARG,Rugby Sevens,13
48,SWE,Gymnastics,1,FRA,Shooting,62,USA,Roque,4,FRA,Tennis,8,FIN,Gymnastics,31,DEN,Football,15,DEN,Fencing,30,BEL,Water Polo,11,BEL,Football,14,CAN,Speed Skating,16,BEL,Basketball,8,AUT,Sailing,4,AUT,Rowing,4,AUT,Ski Jumping,4,AUT,Diving,3,AUT,Diving,8,AUT,Luge,11,AUT,Cycling,8,AUT,Bobsleigh,13,AUT,Diving,5,AUS,Sailing,13,ARU,Fencing,2,ARG,Swimming,6,CAN,Bobsleigh,12,ARG,Shooting,10,BUL,Snowboarding,1,ARG,Volleyball,12,BUL,Biathlon,18,ARG,Taekwondo,2,BLR,Ski Jumping,4,ARG,Shooting,1,BLR,Speed Skating,1,ARG,Swimming,7,BLR,Short Track Speed Skating,2,ARG,Sailing,13
49,USA,Athletics,21,FRA,Swimming,81,USA,Rowing,37,FRA,Weightlifting,2,FIN,Shooting,15,DEN,Gymnastics,54,DEN,Football,11,BEL,Weightlifting,8,BEL,Hockey,18,CAN,Swimming,30,BEL,Bobsleigh,12,AUT,Shooting,3,AUT,Sailing,3,AUT,Speed Skating,11,AUT,Equestrianism,1,AUT,Fencing,9,AUT,Modern Pentathlon,6,AUT,Diving,5,AUT,Boxing,2,AUT,Equestrianism,1,AUS,Shooting,11,ARU,Judo,1,ARG,Table Tennis,3,CAN,Cross Country Skiing,4,ARG,Swimming,22,CAN,Alpine Skiing,15,ARG,Weightlifting,2,BUL,Bobsleigh,2,ARG,Tennis,12,BLR,Speed Skating,2,ARG,Swimming,16,BRA,Alpine Skiing,4,ARG,Synchronized Swimming,2,BRA,Alpine Skiing,4,ARG,Shooting,6
50,USA,Shooting,4,FRA,Tennis,19,USA,Swimming,44,FRA,Wrestling,2,FIN,Swimming,5,DEN,Modern Pentathlon,4,DEN,Gymnastics,45,BEL,Wrestling,17,BEL,Ice Hockey,13,CAN,Wrestling,6,BEL,Boxing,8,AUT,Skeleton,1,AUT,Shooting,5,AUT,Weightlifting,2,AUT,Fencing,15,AUT,Figure Skating,10,AUT,Nordic Combined,3,AUT,Equestrianism,9,AUT,Canoeing,3,AUT,Figure Skating,3,AUS,Speed Skating,6,ARU,Synchronized Swimming,4,ARG,Tennis,10,CAN,Figure Skating,13,ARG,Tennis,10,CAN,Biathlon,12,ARM,Athletics,3,BUL,Cross Country Skiing,6,ARG,Triathlon,2,BRA,Alpine Skiing,5,ARG,Table Tennis,2,BRA,Cross Country Skiing,2,ARG,Table Tennis,1,BRA,Biathlon,2,ARG,Swimming,10
51,USA,Swimming,2,FRA,Tug-Of-War,5,USA,Tennis,55,GBR,Athletics,36,FIN,Wrestling,4,DEN,Rowing,16,DEN,Hockey,12,BRA,Art Competitions,1,BEL,Modern Pentathlon,3,CHN,Athletics,2,BEL,Canoeing,9,AUT,Ski Jumping,4,AUT,Ski Jumping,4,AUT,Wrestling,5,AUT,Figure Skating,6,AUT,Gymnastics,5,AUT,Rowing,3,AUT,Fencing,23,AUT,Cross Country Skiing,22,AUT,Hockey,14,AUS,Swimming,70,ASA,Athletics,1,ARG,Weightlifting,2,CAN,Freestyle Skiing,12,ARG,Volleyball,12,CAN,Bobsleigh,12,ARM,Boxing,3,BUL,Figure Skating,3,ARG,Volleyball,12,BRA,Bobsleigh,4,ARG,Taekwondo,1,BRA,Snowboarding,1,ARG,Taekwondo,2,BRA,Bobsleigh,6,ARG,Synchronized Swimming,2
52,,,,FRA,Water Polo,27,USA,Tug-Of-War,19,GBR,Cycling,20,FRA,Archery,25,DEN,Sailing,3,DEN,Modern Pentathlon,4,BRA,Athletics,14,BEL,Rowing,22,COL,Art Competitions,1,BEL,Cycling,16,AUT,Speed Skating,7,AUT,Speed Skating,11,BAH,Athletics,2,AUT,Gymnastics,84,AUT,Ice Hockey,17,AUT,Sailing,3,AUT,Figure Skating,3,AUT,Cycling,8,AUT,Judo,5,AUS,Synchronized Swimming,4,ASA,Boxing,2,ARG,Wrestling,1,CAN,Ice Hockey,21,ARG,Weightlifting,3,CAN,Cross Country Skiing,34,ARM,Canoeing,2,BUL,Short Track Speed Skating,16,ARG,Weightlifting,2,BRA,Cross Country Skiing,2,ARG,Tennis,11,BUL,Alpine Skiing,10,ARG,Tennis,10,BRA,Cross Country Skiing,2,ARG,Tennis,8
53,,,,GBR,Athletics,19,USA,Water Polo,21,GBR,Diving,2,FRA,Athletics,35,DEN,Shooting,41,DEN,Rowing,1,BRA,Rowing,2,BEL,Sailing,6,COL,Athletics,1,BEL,Equestrianism,6,AUT,Swimming,2,AUT,Swimming,3,BAH,Sailing,3,AUT,Modern Pentathlon,6,AUT,Judo,3,AUT,Shooting,7,AUT,Judo,6,AUT,Diving,2,AUT,Luge,10,AUS,Water Polo,13,ASA,Weightlifting,2,ARU,Athletics,2,CAN,Luge,3,ARG,Wrestling,1,CAN,Curling,10,ARM,Diving,1,BUL,Ski Jumping,2,ARM,Athletics,2,BRA,Snowboarding,1,ARG,Weightlifting,1,BUL,Biathlon,16,ARG,Triathlon,1,BRA,Figure Skating,1,ARG,Triathlon,2
54,,,,GBR,Cricket,21,USA,Weightlifting,4,GBR,Fencing,7,FRA,Boxing,7,DEN,Swimming,2,DEN,Shooting,56,BRA,Shooting,1,BEL,Swimming,8,CUB,Art Competitions,3,BEL,Fencing,29,AUT,Weightlifting,6,AUT,Water Polo,10,BEL,Alpine Skiing,3,AUT,Nordic Combined,1,AUT,Luge,11,AUT,Ski Jumping,8,AUT,Luge,11,AUT,Equestrianism,7,AUT,Modern Pentathlon,2,AUS,Weightlifting,4,ASA,Wrestling,1,ARU,Cycling,2,CAN,Short Track Speed Skating,20,ARM,Athletics,2,CAN,Figure Skating,10,ARM,Judo,1,CAN,Alpine Skiing,25,ARM,Boxing,1,BUL,Alpine Skiing,6,ARM,Athletics,2,BUL,Cross Country Skiing,5,ARG,Volleyball,12,BRA,Freestyle Skiing,1,ARG,Volleyball,24
55,,,,GBR,Cycling,2,USA,Wrestling,40,GBR,Football,8,FRA,Cycling,65,DEN,Tennis,20,DEN,Tennis,7,BUL,Athletics,6,BEL,Water Polo,10,DEN,Art Competitions,45,BEL,Figure Skating,4,AUT,Wrestling,6,AUT,Weightlifting,4,BEL,Athletics,9,AUT,Rowing,10,AUT,Modern Pentathlon,6,AUT,Speed Skating,7,AUT,Modern Pentathlon,6,AUT,Fencing,8,AUT,Rowing,7,AUS,Wrestling,3,AUS,Alpine Skiing,9,ARU,Sailing,1,CAN,Speed Skating,27,ARM,Boxing,4,CAN,Freestyle Skiing,12,ARM,Shooting,1,CAN,Biathlon,3,ARM,Judo,1,BUL,Biathlon,20,ARM,Boxing,4,BUL,Luge,2,ARG,Wrestling,1,BRA,Snowboarding,1,ARG,Weightlifting,1
56,,,,GBR,Equestrianism,1,,,,GBR,Gymnastics,4,FRA,Fencing,33,DEN,Wrestling,9,DEN,Weightlifting,5,BUL,Cycling,11,BEL,Weightlifting,8,DEN,Athletics,2,BEL,Hockey,14,BEL,Alpine Skiing,4,AUT,Wrestling,3,BEL,Bobsleigh,2,AUT,Sailing,8,AUT,Nordic Combined,4,AUT,Swimming,6,AUT,Nordic Combined,1,AUT,Figure Skating,6,AUT,Sailing,5,AUT,Alpine Skiing,24,AUS,Archery,6,ASA,Boxing,2,CHI,Alpine Skiing,7,ARM,Cycling,1,CAN,Ice Hockey,41,ARM,Swimming,2,CAN,Bobsleigh,10,ARM,Shooting,2,BUL,Cross Country Skiing,3,ARM,Judo,2,BUL,Short Track Speed Skating,6,ARM,Athletics,4,BUL,Alpine Skiing,12,ARG,Wrestling,1
57,,,,GBR,Fencing,3,,,,GBR,Rowing,1,FRA,Football,22,FIN,Athletics,57,DEN,Wrestling,10,BUL,Equestrianism,3,BEL,Wrestling,13,DEN,Boxing,2,BEL,Ice Hockey,10,BEL,Art Competitions,7,BAH,Sailing,7,BEL,Boxing,1,AUT,Shooting,8,AUT,Rowing,7,AUT,Weightlifting,1,AUT,Rowing,16,AUT,Ice Hockey,18,AUT,Shooting,9,AUT,Archery,1,AUS,Athletics,38,ASA,Weightlifting,1,CHN,Biathlon,8,ARM,Diving,2,CAN,Luge,2,ARM,Tennis,1,CAN,Cross Country Skiing,25,ARM,Swimming,1,BUL,Figure Skating,5,ARM,Shooting,2,BUL,Snowboarding,2,ARM,Boxing,1,BUL,Biathlon,16,ARM,Athletics,5
58,,,,GBR,Football,12,,,,GBR,Shooting,21,FRA,Gymnastics,59,FIN,Cycling,10,EGY,Athletics,4,BUL,Football,11,BUL,Equestrianism,7,DEN,Cycling,11,BEL,Modern Pentathlon,3,BEL,Athletics,26,BEL,Alpine Skiing,6,BEL,Canoeing,2,AUT,Ski Jumping,4,AUT,Sailing,3,AUT,Wrestling,1,AUT,Sailing,12,AUT,Judo,5,AUT,Ski Jumping,8,AUT,Athletics,6,AUS,Basketball,22,AUS,Alpine Skiing,6,CHN,Figure Skating,4,ARM,Gymnastics,7,CAN,Short Track Speed Skating,20,ARM,Weightlifting,4,CAN,Curling,10,ARM,Tennis,1,BUL,Luge,1,ARM,Swimming,1,CAN,Alpine Skiing,37,ARM,Gymnastics,7,BUL,Cross Country Skiing,13,ARM,Boxing,5
59,,,,GBR,Golf,5,,,,GBR,Swimming,14,FRA,Hockey,12,FIN,Diving,11,EGY,Fencing,2,CAN,Athletics,40,BUL,Fencing,3,DEN,Diving,2,BEL,Rowing,7,BEL,Basketball,14,BEL,Athletics,27,BEL,Cycling,14,AUT,Speed Skating,7,AUT,Shooting,5,BAH,Athletics,14,AUT,Shooting,9,AUT,Luge,10,AUT,Swimming,7,AUT,Biathlon,10,AUS,Biathlon,2,AUS,Archery,6,CHN,Freestyle Skiing,2,ARM,Judo,1,CAN,Snowboarding,12,ARM,Wrestling,8,CAN,Figure Skating,12,ARM,Weightlifting,4,BUL,Short Track Speed Skating,3,ARM,Weightlifting,6,CAN,Biathlon,21,ARM,Judo,2,BUL,Luge,1,ARM,Gymnastics,6
60,,,,GBR,Gymnastics,4,,,,GER,Athletics,47,FRA,Motorboating,1,FIN,Football,13,EGY,Football,11,CAN,Boxing,9,CAN,Art Competitions,7,DEN,Fencing,23,BEL,Sailing,3,BEL,Bobsleigh,8,BEL,Basketball,12,BEL,Equestrianism,6,AUT,Swimming,10,AUT,Ski Jumping,8,BAH,Sailing,6,AUT,Ski Jumping,6,AUT,Nordic Combined,1,AUT,Weightlifting,3,AUT,Bobsleigh,12,AUS,Bobsleigh,8,AUS,Athletics,42,CHN,Short Track Speed Skating,18,ARM,Shooting,1,CAN,Speed Skating,28,ARU,Athletics,2,CAN,Freestyle Skiing,14,ARM,Wrestling,7,BUL,Ski Jumping,4,ARM,Wrestling,9,CAN,Bobsleigh,17,ARM,Shooting,2,BUL,Ski Jumping,2,ARM,Judo,1
61,,,,GBR,Polo,6,,,,GER,Cycling,27,FRA,Sailing,3,FIN,Gymnastics,25,EGY,Gymnastics,2,CAN,Cycling,2,CAN,Athletics,53,DEN,Swimming,3,BEL,Shooting,8,BEL,Boxing,8,BEL,Bobsleigh,4,BEL,Fencing,16,AUT,Weightlifting,4,AUT,Speed Skating,10,BAH,Wrestling,2,AUT,Speed Skating,2,AUT,Rowing,3,AUT,Wrestling,5,AUT,Boxing,2,AUS,Boxing,4,AUS,Badminton,4,CHN,Speed Skating,11,ARM,Swimming,1,CHI,Alpine Skiing,6,ARU,Judo,1,CAN,Ice Hockey,42,ARU,Athletics,1,BUL,Snowboarding,2,ARU,Judo,1,CAN,Cross Country Skiing,39,ARM,Swimming,2,BUL,Snowboarding,3,ARM,Shooting,1
